university,city,country,coursename,coursedescription,startdate,enddate,price,currency,timestamp
"Universidad Nacional Experimental ""Simón Rodriguez""",Ciudad Bolivia,Venezuela,Social Worker,Re-engineered mobile installation,2016-09-09,2017-03-04,1752.35,VEF,2024-08-02 21:09:34.366232
Guangdong Peizheng College,Nanguzhuang,China,Help Desk Technician,Virtual directional Graphic Interface,2016-10-15,2017-01-16,1087.65,CNY,2024-08-02 21:09:34.366232
Universidade Federal de Campina Grande,Rio Claro,Brazil,Staff Accountant III,Organized coherent migration,2019-07-14,2019-08-20,5830.03,BRL,2024-08-02 21:09:34.366232
Universidade Jean Piaget de Cabo Verde,Praia,Cape Verde,Geological Engineer,Synergized holistic encryption,2016-11-14,2017-04-19,9298.65,CVE,2024-08-02 21:09:34.366232
"De La Salle University, Araneta",Kauswagan,Philippines,VP Sales,Open-architected local knowledge user,2016-03-07,2016-09-24,9769.02,PHP,2024-08-02 21:09:34.366232
Northern Jiaotong University,Tieling,China,Assistant Media Planner,Implemented fresh-thinking algorithm,2019-12-02,2020-04-27,1445.63,CNY,2024-08-02 21:09:34.366232
Instituto Politécnico do Cávado e do Ave,Nogueira,Portugal,Social Worker,Sharable logistical flexibility,2019-05-20,2019-08-20,9349.48,EUR,2024-08-02 21:09:34.366232
Oslo School of Architecture,Oslo,Norway,Environmental Specialist,Multi-lateral dynamic toolset,2017-06-13,2017-08-05,8346.35,NOK,2024-08-02 21:09:34.366232
Université de Yaoundé II,Ndom,Cameroon,VP Marketing,Cross-group empowering capability,2017-06-08,2017-11-28,3008.87,XAF,2024-08-02 21:09:34.366232
Universidad Privada San Juan Bautista,Cullhuas,Peru,Clinical Specialist,Fundamental methodical functionalities,2019-11-11,2019-11-20,8704.95,PEN,2024-08-02 21:09:34.366232
St. Petersburg State University of Technology and Design,Zapolyarnyy,Russia,Compensation Analyst,Enterprise-wide system-worthy parallelism,2016-10-26,2016-11-28,8681.57,RUB,2024-08-02 21:09:34.366232
Prague International University,Dýšina,Czech Republic,Business Systems Development Analyst,Exclusive mission-critical database,2016-08-09,2016-10-12,5804.87,CZK,2024-08-02 21:09:34.366232
Tashkent Islam University,Qorao’zak,Uzbekistan,Professor,Configurable cohesive middleware,2016-09-21,2016-10-07,9593.74,UZS,2024-08-02 21:09:34.366232
Eastern Mediterranean University,Mesógi,Cyprus,Quality Control Specialist,Polarised 5th generation strategy,2017-06-09,2017-11-01,2437.07,EUR,2024-08-02 21:09:34.366232
LICCSAL Business College,Kailahun,Sierra Leone,Accountant I,Enhanced bi-directional initiative,2017-04-17,2017-09-25,3985.09,SLL,2024-08-02 21:09:34.366232
STMIK Sinar Nusantara,Pamoyanan,Indonesia,Systems Administrator II,Robust bifurcated installation,2016-03-14,2016-09-25,6429.98,IDR,2024-08-02 21:09:34.366232
University of Groningen,Utrecht (stad),Netherlands,GIS Technical Architect,Robust bi-directional process improvement,2019-10-21,2020-04-23,1858.69,EUR,2024-08-02 21:09:34.366232
Fundación Universitaria Luis Amigó,Carepa,Colombia,Help Desk Operator,Ergonomic regional model,2019-05-05,2019-09-16,6796.31,COP,2024-08-02 21:09:34.366232
University of La Verne,Saint Louis,United States,Civil Engineer,Cross-platform zero defect access,2016-11-08,2017-06-07,1508.3,USD,2024-08-02 21:09:34.366232
Moscow University Touro,Ryazan’,Russia,Account Representative II,Automated systematic portal,2017-11-01,2018-02-19,612.5,RUB,2024-08-02 21:09:34.366232
South West University Yucai College,Qiaoshi,China,Occupational Therapist,Reverse-engineered upward-trending synergy,2018-05-29,2018-11-06,3681.87,CNY,2024-08-02 21:09:34.366232
Takushoku University,Kodamachō-kodamaminami,Japan,Executive Secretary,Future-proofed optimizing matrix,2016-10-04,2017-01-23,5959.56,JPY,2024-08-02 21:09:34.366232
Universitas Tadulako,Talibura,Indonesia,Engineer II,Self-enabling solution-oriented archive,2018-07-12,2018-09-22,3059.34,IDR,2024-08-02 21:09:34.366232
Universitas Muhammadiyah Sumatra Utara,Arbais,Indonesia,Staff Accountant IV,Business-focused intangible frame,2018-11-27,2018-12-30,4833.53,IDR,2024-08-02 21:09:34.366232
Universidade de Passo Fundo,Catende,Brazil,Actuary,Distributed 24/7 matrices,2017-01-30,2017-02-04,9832.76,BRL,2024-08-02 21:09:34.366232
Dongbei University of Finance And Economics,Hongqiao,China,Financial Analyst,Mandatory system-worthy encryption,2017-03-13,2017-06-27,7578.18,CNY,2024-08-02 21:09:34.366232
Universitas Kristen Indonesia,Gayam,Indonesia,Mechanical Systems Engineer,Diverse background projection,2016-05-10,2016-05-30,4584.26,IDR,2024-08-02 21:09:34.366232
Universidad Nueva Esparta,San Simón,Venezuela,Human Resources Assistant IV,Reverse-engineered systematic benchmark,2019-03-26,2019-07-17,8850.08,VEF,2024-08-02 21:09:34.366232
Ecole Nationale Supérieure Agronomique de Toulouse,Domont,France,Data Coordinator,Multi-channelled web-enabled Graphical User Interface,2018-07-28,2018-09-28,397.07,EUR,2024-08-02 21:09:34.366232
Kyushu University of Nursing and SocialWelfare,Tochigi,Japan,Administrative Officer,Adaptive bifurcated artificial intelligence,2017-08-03,2017-10-21,4569.04,JPY,2024-08-02 21:09:34.366232
Universidad Santa Maria Caracas,La Esmeralda,Venezuela,Marketing Manager,Streamlined asynchronous interface,2018-11-21,2019-01-03,3663.46,VEF,2024-08-02 21:09:34.366232
"Institute of Teachers Education, Temenggong Ibrahim",Kuching,Malaysia,Dental Hygienist,Optimized 5th generation interface,2018-05-25,2018-09-07,7099.96,MYR,2024-08-02 21:09:34.366232
Mongolian State University of Arts and Culture,Mandalgovi,Mongolia,Help Desk Technician,Customizable secondary ability,2019-05-03,2019-06-17,8537.11,MNT,2024-08-02 21:09:34.366232
Universidad Privada Sergio Bernales,Sojo,Peru,Chief Design Engineer,Organized even-keeled standardization,2019-04-23,2019-09-30,2800.52,PEN,2024-08-02 21:09:34.366232
Bauman Moscow State Technical University,Orda,Russia,Information Systems Manager,Switchable systematic initiative,2017-02-27,2017-03-05,6965.38,RUB,2024-08-02 21:09:34.366232
Samara State Agricultural Academy,Beloye,Russia,Senior Quality Engineer,Down-sized multimedia complexity,2019-01-01,2019-01-03,2027.67,RUB,2024-08-02 21:09:34.366232
Universitas Muhammadiyah Malang,Saribudolok,Indonesia,Business Systems Development Analyst,Vision-oriented systemic groupware,2017-10-30,2018-05-09,776.56,IDR,2024-08-02 21:09:34.366232
Universitas 17 Agustus 1945 Surabaya,Pasarnangka,Indonesia,Budget/Accounting Analyst II,Re-engineered tangible process improvement,2016-04-16,2016-08-04,2705.03,IDR,2024-08-02 21:09:34.366232
Universitas Methodist Indonesia,Krajan Tanjungrejo,Indonesia,Human Resources Manager,Pre-emptive impactful definition,2016-11-11,2016-11-15,2576.99,IDR,2024-08-02 21:09:34.366232
Universidad Cristóbal Colón,Benito Juarez,Mexico,Senior Sales Associate,Multi-channelled encompassing implementation,2017-05-17,2017-06-24,1066.49,MXN,2024-08-02 21:09:34.366232
Indus Institute of Higher Education,Daultāla,Pakistan,Design Engineer,Focused maximized extranet,2016-05-09,2016-10-15,522.9,PKR,2024-08-02 21:09:34.366232
University of Bialystok,Lubniewice,Poland,Operator,Automated content-based knowledge base,2017-09-08,2017-10-19,8897.62,PLN,2024-08-02 21:09:34.366232
Southwest Jiaotong University,Chengbei,China,Staff Accountant III,Exclusive bi-directional strategy,2019-11-17,2020-05-17,2841.58,CNY,2024-08-02 21:09:34.366232
Wright Institute,Atlanta,United States,Business Systems Development Analyst,Reverse-engineered well-modulated success,2019-01-21,2019-03-14,2599.71,USD,2024-08-02 21:09:34.366232
Instituto Tecnológico de Aguascalientes,La Concepcion,Mexico,Graphic Designer,Synergized web-enabled capability,2017-12-31,2018-07-05,6972.9,MXN,2024-08-02 21:09:34.366232
University of the Visayas,Tampakan,Philippines,Tax Accountant,Triple-buffered full-range circuit,2016-10-29,2017-02-12,1151.9,PHP,2024-08-02 21:09:34.366232
Pyongyang University of Science and Technology,Anju,North Korea,Internal Auditor,Realigned incremental leverage,2017-05-21,2017-05-27,5319.6,KPW,2024-08-02 21:09:34.366232
Universitas Islam Jakarta,Rancabelut,Indonesia,Legal Assistant,Digitized dynamic model,2019-03-18,2019-07-15,3791.62,IDR,2024-08-02 21:09:34.366232
Shanghai Lida Polytechnic Institute,Jiangshi,China,Executive Secretary,Ergonomic high-level attitude,2018-03-05,2018-08-30,6750.77,CNY,2024-08-02 21:09:34.366232
Hotelschool The Hague,Roermond,Netherlands,VP Quality Control,Persistent attitude-oriented superstructure,2019-02-04,2019-08-29,8656.98,EUR,2024-08-02 21:09:34.366232
Universidad Privada Antenor Orrego,Yanacancha,Peru,Mechanical Systems Engineer,Cross-platform 24 hour Graphical User Interface,2017-09-26,2018-02-20,4197.63,PEN,2024-08-02 21:09:34.366232
Nanzan University,Onomichi,Japan,Budget/Accounting Analyst IV,Focused incremental knowledge user,2016-11-30,2017-01-04,5221.69,JPY,2024-08-02 21:09:34.366232
Royal lnstitute of Technology,Solna,Sweden,Data Coordinator,Sharable zero defect collaboration,2016-12-17,2017-01-22,9571.1,SEK,2024-08-02 21:09:34.366232
Technical University of Mining and Metallurgy Ostrava,Krmelín,Czech Republic,Senior Financial Analyst,Down-sized analyzing groupware,2019-06-06,2019-09-17,496.45,CZK,2024-08-02 21:09:34.366232
University of Pula,Cerna,Croatia,VP Marketing,Innovative mission-critical utilisation,2018-11-25,2019-06-19,8074.81,HRK,2024-08-02 21:09:34.366232
Universitas Muria Kudus,Baing,Indonesia,Senior Editor,Realigned leading edge synergy,2019-05-23,2019-06-29,6899.41,IDR,2024-08-02 21:09:34.366232
Institut Sains & Teknologi Akprind,Singabarong,Indonesia,Legal Assistant,Proactive radical standardization,2016-10-31,2016-11-05,7408.51,IDR,2024-08-02 21:09:34.366232
Universitas Katolik Widya Karya,Purwojoyo,Indonesia,Office Assistant II,Grass-roots actuating Graphical User Interface,2018-04-14,2018-06-03,4997.2,IDR,2024-08-02 21:09:34.366232
Collège Boréal,Sparwood,Canada,Budget/Accounting Analyst III,Up-sized stable standardization,2018-09-17,2019-01-04,4880.3,CAD,2024-08-02 21:09:34.366232
Instituto Politécnico de Lisboa,Castelo,Portugal,Speech Pathologist,User-centric well-modulated help-desk,2018-12-02,2019-01-14,7220.46,EUR,2024-08-02 21:09:34.366232
Universitas Lampung,Kladi,Indonesia,Account Coordinator,Streamlined next generation emulation,2017-02-13,2017-05-21,734.74,IDR,2024-08-02 21:09:34.366232
Zhongnan University of Technology,Renfengzhuang,China,Structural Engineer,Multi-tiered object-oriented archive,2017-08-26,2017-09-14,898.17,CNY,2024-08-02 21:09:34.366232
Universidad Católica Santo Toribio de Mogrovejo,Iñapari,Peru,VP Sales,Realigned motivating throughput,2018-12-01,2019-06-04,6444.39,PEN,2024-08-02 21:09:34.366232
Universitas Sriwijaya,Banjar Triwangsakeliki,Indonesia,Structural Engineer,Fundamental actuating definition,2017-08-17,2018-02-11,5776.84,IDR,2024-08-02 21:09:34.366232
Universitas Negeri Yogyakarta,Sumberjati,Indonesia,Design Engineer,Intuitive mission-critical budgetary management,2017-11-26,2017-12-09,2915.3,IDR,2024-08-02 21:09:34.366232
Technical University of Mining and Metallurgy Ostrava,Paseka,Czech Republic,Graphic Designer,Synergized attitude-oriented architecture,2017-02-17,2017-03-12,6466.11,CZK,2024-08-02 21:09:34.366232
Uzhgorod National University,Vyshchetarasivka,Ukraine,Structural Analysis Engineer,Profound 5th generation utilisation,2017-02-23,2017-08-31,6698.94,UAH,2024-08-02 21:09:34.366232
Tver State Technical University,Opochka,Russia,Speech Pathologist,Expanded interactive focus group,2018-06-18,2018-06-26,2785.61,RUB,2024-08-02 21:09:34.366232
Royal College of Surgeons,Dunlewy,Ireland,Senior Developer,Enhanced 5th generation utilisation,2016-06-14,2017-01-20,739.83,EUR,2024-08-02 21:09:34.366232
Universitas Wisnuwardhana,Bojonggenteng,Indonesia,Marketing Manager,Organic reciprocal approach,2018-08-18,2018-09-29,1362.13,IDR,2024-08-02 21:09:34.366232
Nizhny Novgorod State Architectural - Building University,Mozhga,Russia,Nurse Practicioner,Programmable fresh-thinking installation,2017-05-27,2017-11-02,112.67,RUB,2024-08-02 21:09:34.366232
Universidad Panamericana,San Andrés Xecul,Guatemala,Payment Adjustment Coordinator,Centralized systemic website,2016-09-03,2017-03-30,6025.76,GTQ,2024-08-02 21:09:34.366232
Emeishan Buddhist College,Cangshan,China,Information Systems Manager,Exclusive homogeneous structure,2018-06-04,2018-09-16,820.08,CNY,2024-08-02 21:09:34.366232
Fine Arts Academy in Poznan,Kobylin,Poland,Staff Accountant I,Down-sized systematic solution,2018-09-16,2019-04-01,5371.86,PLN,2024-08-02 21:09:34.366232
Jinan University,Baicaogou,China,VP Quality Control,Implemented discrete open system,2018-07-24,2018-09-17,6655.5,CNY,2024-08-02 21:09:34.366232
Instituto Superior de Ciências Educativas,Gondar,Portugal,Sales Representative,Inverse 24 hour database,2019-05-19,2019-07-13,777.84,EUR,2024-08-02 21:09:34.366232
Fushun Petroleum University,Xinxu,China,Actuary,Mandatory reciprocal product,2019-04-20,2019-10-03,3760.81,CNY,2024-08-02 21:09:34.366232
Yugra State University,Krasnyy Kholm,Russia,Budget/Accounting Analyst II,Compatible 3rd generation superstructure,2017-08-04,2018-02-11,5474.53,RUB,2024-08-02 21:09:34.366232
Chongqing Telecommunication College,Tuanshan,China,Sales Associate,Networked human-resource utilisation,2019-11-17,2020-02-03,5385.95,CNY,2024-08-02 21:09:34.366232
Instituto Superior de Línguas e Administração,São Silvestre,Portugal,Structural Analysis Engineer,Business-focused zero tolerance groupware,2017-05-04,2017-10-07,632.42,EUR,2024-08-02 21:09:34.366232
Swiss German University,Awilega,Indonesia,Senior Cost Accountant,Reverse-engineered non-volatile capability,2017-09-07,2018-01-21,5120.67,IDR,2024-08-02 21:09:34.366232
Hokkaido University of Education,Sasaguri,Japan,Biostatistician II,Networked multimedia archive,2019-01-21,2019-06-18,1486.72,JPY,2024-08-02 21:09:34.366232
Renmin University of China,Yong’an,China,Office Assistant IV,Reactive foreground flexibility,2017-07-06,2017-09-06,6020.08,CNY,2024-08-02 21:09:34.366232
Asian Medical Institute,Iradan,Kyrgyzstan,Financial Advisor,Synchronised contextually-based interface,2018-10-29,2018-11-17,3308.45,KGS,2024-08-02 21:09:34.366232
Al-Zaytoonah University,Podujeva,Kosovo,Senior Cost Accountant,Organic solution-oriented structure,2019-07-09,2020-01-09,6896.4,EUR,2024-08-02 21:09:34.366232
Nanchang University,Changshan,China,Web Designer III,Synergized zero tolerance contingency,2018-10-16,2019-02-22,1194.14,CNY,2024-08-02 21:09:34.366232
Université Omar Bongo,Omboué,Gabon,Software Consultant,Triple-buffered homogeneous productivity,2018-06-18,2018-08-06,1826.81,XAF,2024-08-02 21:09:34.366232
Ecole Nationale des Ponts et Chausees,Lille,France,Research Associate,Right-sized didactic framework,2018-11-02,2018-12-01,5060.71,EUR,2024-08-02 21:09:34.366232
Southwest Jiaotong University,Ganjiachang,China,Health Coach IV,Operative discrete budgetary management,2018-09-27,2018-10-01,2095.59,CNY,2024-08-02 21:09:34.366232
"Moscow State Institute of Radiotechnics, Electronics and Automation (Technical University)",Alzamay,Russia,Systems Administrator I,Function-based responsive groupware,2019-10-17,2019-12-28,7770.77,RUB,2024-08-02 21:09:34.366232
Agricultural University of Norway,Arendal,Norway,Clinical Specialist,Versatile scalable secured line,2019-01-10,2019-07-26,1609.8,NOK,2024-08-02 21:09:34.366232
Qufu Normal University,Yabuli,China,Database Administrator II,Function-based secondary internet solution,2016-09-29,2017-04-09,1577.37,CNY,2024-08-02 21:09:34.366232
Ateneo de Naga University,Moog,Philippines,Biostatistician IV,Upgradable multi-tasking contingency,2017-03-18,2017-04-21,2954.58,PHP,2024-08-02 21:09:34.366232
Technical University of Lublin,Grybów,Poland,General Manager,Ergonomic dynamic intranet,2019-08-26,2019-12-21,2821.65,PLN,2024-08-02 21:09:34.366232
Russian State University for the Humanities,Primorskiy,Russia,Data Coordinator,Decentralized didactic middleware,2017-01-18,2017-08-02,8577.06,RUB,2024-08-02 21:09:34.366232
UNESCO-IHE Institute for Water Education,Apeldoorn,Netherlands,Structural Analysis Engineer,Open-source next generation attitude,2019-03-06,2019-09-18,1511.95,EUR,2024-08-02 21:09:34.366232
Conservatorio del Tolima,Floresta,Colombia,Legal Assistant,Future-proofed discrete structure,2016-07-01,2016-08-22,5360.21,COP,2024-08-02 21:09:34.366232
Hitec University,Toba Tek Singh,Pakistan,Desktop Support Technician,Multi-layered incremental monitoring,2018-03-01,2018-03-16,9714.65,PKR,2024-08-02 21:09:34.366232
Henan Buddhist College,Xin’an,China,Developer I,Integrated fault-tolerant functionalities,2016-11-08,2017-04-09,2494.45,CNY,2024-08-02 21:09:34.366232
Jönköping University College,Visby,Sweden,Graphic Designer,Synergized dynamic orchestration,2017-12-11,2018-02-01,1030.97,SEK,2024-08-02 21:09:34.366232
NHTV Breda University of Professional Education,Apeldoorn,Netherlands,Assistant Manager,Managed discrete workforce,2019-05-02,2019-09-13,2599.96,EUR,2024-08-02 21:09:34.366232
Universidad Abierta Interamericana,Charras,Argentina,Senior Financial Analyst,Profound encompassing leverage,2018-04-15,2018-10-11,6155.43,ARS,2024-08-02 21:09:34.366232
Eurasian Institute of market,Khantaghy,Kazakhstan,Compensation Analyst,Reverse-engineered full-range functionalities,2016-12-25,2017-07-25,6519.74,KZT,2024-08-02 21:09:34.366232
Ho Chi Minh City University of Technology,Thành Phố Hạ Long,Vietnam,Account Representative IV,Streamlined attitude-oriented encoding,2018-11-22,2019-04-23,2149.88,VND,2024-08-02 21:09:34.366232
Universidad Católica del Táchira,Yaguaraparo,Venezuela,Internal Auditor,Cloned 24/7 customer loyalty,2017-02-12,2017-05-26,9309.2,VEF,2024-08-02 21:09:34.366232
Cagayan State University,Bañga,Philippines,Office Assistant III,Grass-roots zero tolerance groupware,2018-04-19,2018-06-09,6505.43,PHP,2024-08-02 21:09:34.366232
Universitas Pesantren Darul Ulum Jombang,Caloue,Indonesia,Sales Associate,Decentralized 3rd generation initiative,2019-01-12,2019-07-28,3838.66,IDR,2024-08-02 21:09:34.366232
"Fourah Bay College, University of Sierra Leone",Jojoima,Sierra Leone,Accounting Assistant II,Profit-focused executive project,2018-07-30,2019-03-02,7816.64,SLL,2024-08-02 21:09:34.366232
Technological Education Institute of Kozani,Kos,Greece,Sales Representative,Multi-channelled full-range framework,2017-07-04,2017-11-15,1460.37,EUR,2024-08-02 21:09:34.366232
International University Institute of Luxembourg,Dalheim,Luxembourg,Tax Accountant,Reactive local toolset,2018-06-21,2018-08-25,4968.7,EUR,2024-08-02 21:09:34.366232
Zambian Open University,Lusaka,Zambia,Financial Analyst,Reverse-engineered homogeneous matrices,2016-02-29,2016-07-16,9335.95,ZMW,2024-08-02 21:09:34.366232
Wuhan University of Technology,Sanjia,China,Staff Accountant I,Cross-platform holistic data-warehouse,2019-09-26,2019-12-03,1406.95,CNY,2024-08-02 21:09:34.366232
University of Peloponnese,Skoútari,Greece,Quality Engineer,Triple-buffered disintermediate hierarchy,2018-01-24,2018-05-16,5534.82,EUR,2024-08-02 21:09:34.366232
Tiffin University Prague,Horní Bříza,Czech Republic,Professor,Front-line stable alliance,2017-01-07,2017-07-28,416.68,CZK,2024-08-02 21:09:34.366232
China University of Mining Technology - Xuzhou,Badu,China,Systems Administrator III,Cloned directional analyzer,2019-02-19,2019-05-14,327.37,CNY,2024-08-02 21:09:34.366232
Universidad Nacional de Educación Enrique Guzmán y Valle,Trinidad,Peru,Dental Hygienist,Enterprise-wide 6th generation matrix,2018-05-21,2018-06-03,5965.19,PEN,2024-08-02 21:09:34.366232
Ecole Nationale Supérieure d'Hydraulique et de Mécanique de Grenoble,Montauban,France,Analyst Programmer,Cloned clear-thinking frame,2016-03-13,2016-07-13,8675.51,EUR,2024-08-02 21:09:34.366232
Queen Arwa University,Saḩab,Yemen,Senior Sales Associate,Synergistic methodical support,2016-08-16,2017-02-22,9358.64,YER,2024-08-02 21:09:34.366232
Masaryk University,Železnice,Czech Republic,Mechanical Systems Engineer,Business-focused zero administration frame,2018-07-12,2018-10-17,1515.64,CZK,2024-08-02 21:09:34.366232
Université de Fianarantsoa,Mananjary,Madagascar,VP Quality Control,Down-sized motivating extranet,2017-10-10,2018-03-17,6569.56,MGA,2024-08-02 21:09:34.366232
Kanazawa College of Art,Hagi,Japan,Technical Writer,Centralized eco-centric productivity,2018-06-09,2018-09-05,544.06,JPY,2024-08-02 21:09:34.366232
"Universidad Pedagógica ""José Martí"", Camagüey",Báguanos,Cuba,Tax Accountant,Vision-oriented encompassing secured line,2017-02-16,2017-08-29,1622.19,CUP,2024-08-02 21:09:34.366232
Cevro Institut College,Čeladná,Czech Republic,Marketing Assistant,Synergized asynchronous capacity,2018-04-19,2018-08-21,2449.96,CZK,2024-08-02 21:09:34.366232
Zachodniopomorska School of Science and Engineering,Lublin,Poland,Web Designer II,Progressive human-resource extranet,2016-10-19,2017-05-21,3110.85,PLN,2024-08-02 21:09:34.366232
Université de Cergy-Pontoise,Guéret,France,Junior Executive,Face to face didactic info-mediaries,2017-04-27,2017-11-15,6994.54,EUR,2024-08-02 21:09:34.366232
Universitas 17 Agustus 1945 Jakarta,Cihaur,Indonesia,Environmental Specialist,Configurable next generation architecture,2016-03-19,2016-06-03,4585.01,IDR,2024-08-02 21:09:34.366232
Feati University,Cervantes,Philippines,Account Executive,Cross-platform zero administration projection,2017-12-15,2017-12-20,8207.56,PHP,2024-08-02 21:09:34.366232
Magnitogorsk State University,Urshel’skiy,Russia,Senior Financial Analyst,Managed attitude-oriented internet solution,2018-06-22,2018-10-20,7075.1,RUB,2024-08-02 21:09:34.366232
Universidad Católica Santa María La Antigua,Nuevo Arraiján,Panama,Staff Accountant III,Organized zero tolerance policy,2019-03-23,2019-07-30,8890.71,PAB,2024-08-02 21:09:34.366232
Houdegbe North American University Benin,Sakété,Benin,Associate Professor,Progressive human-resource interface,2018-10-04,2018-10-06,2038.88,XOF,2024-08-02 21:09:34.366232
University of Bahrain,Sitrah,Bahrain,Account Representative II,Up-sized 6th generation adapter,2017-08-04,2017-11-07,6853.8,BHD,2024-08-02 21:09:34.366232
Universitas Indonesia,Kedung,Indonesia,Safety Technician II,Function-based multi-tasking extranet,2016-05-27,2016-11-14,1159.16,IDR,2024-08-02 21:09:34.366232
Universitas Muhammadiyah Yogyakarta,Klayusiwalan,Indonesia,Human Resources Manager,Automated encompassing protocol,2017-04-29,2017-06-30,4928.68,IDR,2024-08-02 21:09:34.366232
University of Thessaly,Ágios Spyrídon,Greece,Senior Quality Engineer,Quality-focused discrete internet solution,2018-04-28,2018-07-09,2851.66,EUR,2024-08-02 21:09:34.366232
Universidade Estadual do Ceará,Sena Madureira,Brazil,Health Coach I,Synergized solution-oriented initiative,2019-06-27,2019-08-22,3159.2,BRL,2024-08-02 21:09:34.366232
Astrahan State Medical Academy,Svetlograd,Russia,Community Outreach Specialist,Decentralized exuding project,2017-10-09,2017-12-15,2620.72,RUB,2024-08-02 21:09:34.366232
Instituto Superior de Tecnologias Avançadas - ISTEC,São Torcato,Portugal,Structural Engineer,Operative logistical moratorium,2016-10-18,2017-05-24,9094.52,EUR,2024-08-02 21:09:34.366232
Universitas Trisakti,Ngondokandawu,Indonesia,Account Executive,Distributed client-server budgetary management,2019-08-20,2019-09-08,365.04,IDR,2024-08-02 21:09:34.366232
Universidad Nacional de Salta,El Carmen,Argentina,Registered Nurse,Optimized non-volatile matrix,2019-09-28,2019-12-01,2179.64,ARS,2024-08-02 21:09:34.366232
Grodno State University Yanka Kupaly,Urechcha,Belarus,Quality Control Specialist,Adaptive multimedia instruction set,2018-12-02,2019-07-01,168.43,BYR,2024-08-02 21:09:34.366232
Stockholm School of Economics,Stockholm,Sweden,Speech Pathologist,Cloned analyzing hub,2019-10-21,2019-12-18,902.89,SEK,2024-08-02 21:09:34.366232
Southern Yangtze University,Hongmiao,China,Geological Engineer,Re-contextualized 3rd generation open architecture,2019-03-06,2019-05-23,4327.55,CNY,2024-08-02 21:09:34.366232
Huaihua University,Qiongshan,China,Accountant I,Reduced local Graphical User Interface,2016-06-22,2016-10-10,6974.05,CNY,2024-08-02 21:09:34.366232
Technological Education Institute of Larissa,Pedinó,Greece,Senior Editor,Total context-sensitive collaboration,2019-09-28,2020-03-18,4352.72,EUR,2024-08-02 21:09:34.366232
Universitas Negeri Padang,Praya,Indonesia,Data Coordinator,Enhanced foreground task-force,2018-02-07,2018-08-14,4640.71,IDR,2024-08-02 21:09:34.366232
Marij State University,Togur,Russia,Registered Nurse,Managed reciprocal paradigm,2019-10-02,2020-03-08,5399.3,RUB,2024-08-02 21:09:34.366232
Belarussian State University of Informatics and Radioelectronics,Starobin,Belarus,Food Chemist,Cross-platform value-added emulation,2019-10-19,2019-11-01,252.2,BYR,2024-08-02 21:09:34.366232
University College of Gävle,Ed,Sweden,Project Manager,Streamlined intangible array,2019-02-26,2019-04-29,6037.23,SEK,2024-08-02 21:09:34.366232
Universidade Federal de Mato Grosso,Caxias,Brazil,Human Resources Manager,Multi-layered methodical software,2018-07-15,2019-01-11,3110.5,BRL,2024-08-02 21:09:34.366232
University of Athens,Karátoulas,Greece,Compensation Analyst,Virtual secondary projection,2016-04-07,2016-09-02,175.86,EUR,2024-08-02 21:09:34.366232
Birzeit University,Al Fandaqūmīyah,Palestinian Territory,Senior Editor,Extended scalable infrastructure,2017-11-03,2018-01-25,6503.23,ILS,2024-08-02 21:09:34.366232
"University of Architecture, Civil Engineering and Geodesy",Blagoevgrad,Bulgaria,Software Test Engineer II,Persevering discrete help-desk,2016-05-16,2016-09-10,7477.57,BGN,2024-08-02 21:09:34.366232
University of Pangasinan,Causip,Philippines,Registered Nurse,Profound full-range array,2017-09-29,2017-12-15,4667.11,PHP,2024-08-02 21:09:34.366232
Dong Yang University of Technology,Hwawŏn,South Korea,Data Coordinator,Face to face value-added model,2016-12-02,2017-04-01,6395.93,KRW,2024-08-02 21:09:34.366232
Cyprus International Institute of Management (CIIM),Dhromolaxia,Cyprus,Safety Technician I,Front-line systemic capacity,2017-12-24,2018-02-17,1047.9,EUR,2024-08-02 21:09:34.366232
Universitas Komputer Indonesia,Sukorejo,Indonesia,Recruiting Manager,Grass-roots empowering methodology,2017-05-31,2017-06-16,1856.85,IDR,2024-08-02 21:09:34.366232
University of Belgrade,Doroslovo,Serbia,Environmental Tech,Ergonomic motivating flexibility,2019-09-21,2019-10-21,8226.23,RSD,2024-08-02 21:09:34.366232
Zhejiang University,Luniao,China,VP Marketing,Reduced exuding project,2019-09-30,2020-02-09,7859.71,CNY,2024-08-02 21:09:34.366232
Jiangsu University of Science and Technology,Banxi,China,Executive Secretary,Devolved object-oriented paradigm,2019-01-14,2019-07-03,6436.79,CNY,2024-08-02 21:09:34.366232
Fujian Medical University,Kandun,China,Project Manager,Total eco-centric knowledge user,2019-04-28,2019-09-16,3564.42,CNY,2024-08-02 21:09:34.366232
Université Omar Bongo,Lastoursville,Gabon,Structural Analysis Engineer,Sharable client-server flexibility,2018-01-01,2018-06-03,9876.15,XAF,2024-08-02 21:09:34.366232
Ivanovo State Academy of Medicine,Troitskiy,Russia,Director of Sales,Open-source optimizing frame,2016-10-04,2017-05-03,8452.83,RUB,2024-08-02 21:09:34.366232
Universidade Federal do Vale do São Francisco,Tucumã,Brazil,Paralegal,Operative radical superstructure,2019-10-11,2020-04-10,1839.44,BRL,2024-08-02 21:09:34.366232
"Russian Customs Academy, Vladivostok Branch",Kupavna,Russia,Assistant Manager,Innovative methodical website,2016-03-28,2016-06-03,596.29,RUB,2024-08-02 21:09:34.366232
